subway_id,name,address,lat,lng,waze,business_hours
31,Subway Axis Atrium,"Axis Atrium, Lot No. G-3 Ground Floor, Jalan Cempaka, Taman Cempaka Ampang, 68000",3.136505,101.747491,"https://www.waze.com/en/live-map/directions/subway-axis-atrium-axis-atrium,-lot-no.-g-3-ground-floor-kuala-lumpur?place=w.66650143.666829114.27401140","Monday - Sunday, 8:00 AM - 9:00 PM"
32,Subway Taman Prima Saujana,"G-2A-GB, Jalan Prima Saujana 2/D, Taman Prima Saujana, 43000 Kajang, Selangor ",3.008788,101.804503,https://www.waze.com/en/live-map/directions/my/selangor/kajang/subway-prima-saujana?place=ChIJ5T1_lhrNzTERznG7echZSEc,"Monday - Sunday, 8:00 AM - 10:00 PM"
33,Subway Aeon Rawang ,"Komplex Beli Belah Aeon Anggun, Rawang, G61, No. 1 Persiaran, Anggun, Taman Anggun, Rawang, 48000",3.316665,101.536474,"https://www.waze.com/en/live-map/directions/subway-aeon-rawang-komplex-beli-belah-aeon-anggun,-rawang,-g61?place=w.66519073.665452876.27402346","Monday - Sunday, 10:00 AM - 10:00 PM"
34,Subway Kota Kemuning,"2.27.1 (Ground), 14, Persiaran Anggerik Vanilla, Kota Kemuning Seksyen 31, Shah Alam, 40460",3.003765,101.538959,https://www.waze.com/en/live-map/directions/subway-kota-kemuning-persiaran-anggerik-vanilla-shah-alam?place=w.66519070.665387308.7451937,"Monday - Sunday, 8:00 AM - 10:00 PM"
35,Subway Cova Square,"G16, Cova Square Jalan Teknologi Pju5 Kota Damansara 47810 Petaling Jaya Selangor",3.147444,101.575434,https://www.waze.com/en/live-map/directions/subway-cova-square-jalan-teknologi-16-petaling-jaya?place=w.66584607.665649467.17215766,"Monday - Sunday, 8:00 AM - 9:00 PM"
36,Subway Giant Bandar Kinrara  - Puchong,"Giant Hypermkt Bandar Kinrara, Lot No:G8, Lot 449, Jalan BK 5A/1, Bandar Kinrara, Puchong, 47100",3.050157,101.646321,https://www.waze.com/en/live-map/directions/my/selangor/puchong/subway-@-giant-hypermarket-bandar-kinrara?place=ChIJQWetUDxLzDERNXcKhA-KR-A,"Monday - Sunday, 9:30 AM - 10:00 PM"
37,Subway One City,"One City@Skypark, C-GF-01 Ground Floor, Jalan USJ 25/1, Subang Jaya, 47650",3.021501,101.581089,https://www.waze.com/en/live-map/directions/my/selangor/subang-jaya/subway?place=ChIJSx9gBCWzzTER0Qhz_gj_2QQ,"Monday - Sunday, 9:00 AM - 7:45 PM"
38,Subway Eco Ardence,"L15-G-INT, L15-G-EXT, Ardence Lab, PT8 Persiaran Setia, 40170 Shah Alam, Selangor",3.095179,101.481037,"https://waze.com/ul?ll=3.095179,101.481037","Monday - Sunday, 10:30 AM - 8:00 PM"
39,Subway Southgate,"Pusat Komersial Southgate, No. 2, Jalan Dua, Unit E-1-6, Off Jalan Chan Sow Lin, Lvl 1, Kuala Lumpur, 55200",3.124517,101.710679,https://www.waze.com/en/live-map/directions/my/wilayah-persekutuan-kuala-lumpur/kuala-lumpur/subway-@-southgate-commercial-center?place=ChIJd4K2SBw2zDERvbRfvxkCiEw,"Monday - Sunday, 8:00 AM - 9:00 PM"
40,Subway Brem Mall,"G-06, Brem Mall, Jalan Kepong, Kepong, Kuala Lumpur, 52000",3.204461,101.6676,"https://www.waze.com/en/live-map/directions/subway-brem-mall-g-06,-brem-mall,-jalan-kepong,-kepong-kuala-lumpur?place=w.66650144.666304832.27401872","Monday - Sunday, 8:00 AM - 10:00 PM"
41,Subway Festival City ,"Setapak Central Mall, Lot S-23, No. 67 Jalan Taman Ibu Kota, Taman Danau Kota, Setapak, Kuala Lumpur, 53200",3.204575,101.72053,https://www.waze.com/en/live-map/directions/my/federal-territory-of-kuala-lumpur/kuala-lumpur/subway-@-setapak-central-mall?place=ChIJ6fjTnRE4zDEReW77Yg4uqrY,"Monday - Sunday, 10:00 AM - 10:00 PM"
42,Subway Citta Mall,"Lot F-09, 1st Floor, Citta Mall, No.1 Jln PJU 1A/48, PJU 1A, Ara Damansara, Petaling Jaya, 47301",3.112187,101.579071,"https://www.waze.com/en/live-map/directions/subway-citta-mall-unit-f-09,-citta-mall,-ara-damansara,-ara-damansara-petaling-jaya?place=w.66584607.665714999.27401586","Monday - Sunday, 9:30 AM - 8:00 PM"
43,Subway Aeon Big Wangsamaju,"Aeon Big Wangsa Maju, F1-09, First Floor, Jalan 8/27A, Section 5, Wangsa Maju, 53300 Kuala Lumpur.",3.196496,101.743179,"https://www.waze.com/en/live-map/directions/subway-aeon-big-wangsa-maju-f1-09,-first-floor,-aeon-big-wangsa-maju,-wangsa-maju-kuala-lumpur?place=w.66650144.666763584.27401144","Monday - Sunday, 10:00 AM - 10:00 PM"
44,Subway Shell Federal 4,"PT 5, CH 3100, KM 9, Federal Highway 2, Seksyen 1, 40450 Shah Alam, Selangor",3.048916,101.452038,https://www.waze.com/en/live-map/directions/my/selangor/shah-alam/subway-@-shell-federal-highway?place=ChIJObPX3B1TzDERb0x5DR3uBrs,"Monday - Sunday, 8:00 AM - 8:00 PM"
45,Subway Endah Parade,"Endah Parade Shopping Complex, Lot G-013A, Ground Floor, Jalan 1/149E, Kuala Lumpur, 57000",3.063303,101.695198,"https://www.waze.com/en/live-map/directions/subway-endah-parade-endah-parade-shopping-complex,-kuala-lumpur?place=w.66650143.666501426.27401582","Monday - Sunday, 8:00 AM - 10:00 PM"
46,Subway NKVE,"Lot 15385KM 15.3, (NKVE), Petronas New Klang Expressway, Damansara Bound, Sungai Buloh, 47000",3.09422,101.541431,https://www.waze.com/en/live-map/directions/my/selangor/sungai-buloh/subway?place=ChIJ4VodophOzDERaGq4H8ZxsAw,"Monday - Sunday, 10:00 AM - 9:00 PM"
47,Subway BBT,"57-0, Jalan Batu Nilam 4, Bandar Bukit tinggi, 41200 Klang, Selangor",3.007776,101.436773,https://www.waze.com/en/live-map/directions/my/selangor/klang/subway?place=ChIJ28RwBzatzTERrP34BXMEGdQ,Monday - Sunday (8:00AM - 8:00PM)
48,Subway Star Avenue,"Star Avenue Lifestyle Mall,  Lot No: L1-13 & L1-K2, No. 3, Jalan Zuhal U5/179, Pusat Komersial Arena Bintang,Seksyen U5, Shah Alam, 40150 ",3.154583,101.553631,"https://waze.com/ul?ll=3.154583,101.553631","Monday - Sunday, 10:00 AM - 10:00 PM"
49,Subway Metro Point,"Metro Point Complex, Lot G03 Ground Floor, Jalan Jelok 8, Kajang, 43000",2.991637,101.793722,"https://www.waze.com/en/live-map/directions/subway-metro-point-complex-metro-point-complex,-lot-g03-ground-floor-kajang?place=w.66715678.667091243.27400766","Monday - Sunday, 9:30 AM - 9:30 PM"
50,Subway Forum,"Sunsuria Forum@7th Avenue, Block E, No.E-15,  Seksyen U13, Jalan Setia Dagang AL U13/AL, Setia Alam, 40170 Shah Alam, Selangor",3.105348,101.467121,https://www.waze.com/en/live-map/directions/my/selangor/shah-alam/subway-@-sunsuria-forum?place=ChIJZQyKadRTzDER3jUOZ5LYp3o,"Monday - Sunday, 8:30 AM - 9:00 PM"
51,Subway Mydin USJ,"G-42 & G-43, Ground Floor,Persiaran Subang Permai, USJ 1, 47500 Subang Jaya, Selangor.",3.057877,101.592775,https://www.waze.com/en/live-map/directions/my/selangor/pj/subway-(mydin-subang-jaya-hypermarket)?place=ChIJA4PoRR5NzDERe-Q_fZOYgKM,"Monday - Sunday, 10:00 AM - 10:00 PM"
52,Subway Shaftsbury Square,"Shaftsbury Square, P2-08&09, 2350 Persiaran Multimedia, Cyber 6, Cyberjaya, 63000",2.923232,101.660782,"https://www.waze.com/en/live-map/directions/subway-shaftsbury-square-p2-08and09,-shaftsbury-square-cyberjaya?place=w.66650141.666239268.27442124","Monday - Saturday, 8:00 AM – 10:00PM; Sunday, 11:00 AM – 8:00PM"
53,Subway TBS,"Unit L4-29, 4th Floor, Terminal Bersepadu Selatan, Bandar Tasik Selatan, Kuala Lumpur, 57100",3.078001,101.710922,https://www.waze.com/en/live-map/directions/my/federal-territory-of-kuala-lumpur/kuala-lumpur/subway-@-tbs?place=ChIJAVz8DF81zDERXWs-EKFOIF8,"Monday - Sunday, 10:00 AM – 8:00PM; Friday, 9:00 AM – 9:00PM"
54,Subway KWC (Kenanga),"KWC Fashion Mall, No.2, Jalan Gelugor, Lot G-08, Kuala Lumpur, 55200",3.136102,101.708431,https://www.waze.com/en/live-map/directions/subway-kwc-fashion-mall-lot-g-08-kwc-fashion-mall-kuala-lumpur?place=w.66650143.666566970.27400904,"Monday - Sunday, 10:00 AM - 8:00 PM"
55,Subway Selayang 18,"Lot 3.06, 3rd Floor vendor letter SH-15-G,Grd Floor,Selayang, Kuala Lumpur, 68000 , Batu Caves, 68100",3.255174,101.654411,https://www.waze.com/en/live-map/directions/subway-selayang-18-persiaran-3-batu-caves?place=w.66650145.666173766.21949236,"Monday - Sunday, 8:00 AM - 9:00 PM"
56,Subway Shell Bandar Puteri Klang,"Shell Gas Station/C-Store, Shell Bandar Puteri, PT80564,Lorong Pending 4/KS 07, Bandar Puteri, Klang, 41200",2.99444,101.468173,https://www.waze.com/en/live-map/directions/my/selangor/port-klang/subway?place=ChIJEe8HgleszTER-9y75ybHXkk,"Monday - Sunday, 8:30 AM - 9:00 PM"
57,Subway Sime Darby Parkcity,"Sime Darby Parkcity, CP Retail 2, No. 2 Jalan Intisari, Perdana Desa Parkcity, Kuala Lumpur, 52200",3.189334,101.638541,"https://www.waze.com/en/live-map/directions/subway-desa-park-city-sime-darby-parkcity,-cp-retail-2-kuala-lumpur?place=w.66584608.666108223.14350474","Monday - Sunday, 8:00 AM - 9:30 PM"
58,Subway TM,"Lower Ground 1 (LG1), Menara TM, Jalan Pantai Baharu, 50672 Kuala Lumpur",3.116129,101.665866,https://www.waze.com/en/live-map/directions/my/federal-territory-of-kuala-lumpur/kuala-lumpur/subway-@-menara-tm?place=ChIJ97qHTY1JzDEREeRr6wtfSts,"Monday, 10:00 AM – 8:00PM; Tuesday - Thursday, 8:00 AM – 8:00PM; Friday, 8:20 AM – 8:00PM; Saturday, 9:00 AM – 9:00PM; Sunday, Closed"
59,Subway Giant Putra Height,"Giant Hypermarket, Putra Height, No. 3 Persiaran Putra Perdana, Putra Heights, 47650",2.989671,101.572335,https://www.waze.com/en/live-map/directions/my/selangor/subang-jaya/subway?place=ChIJCZBD7qyzzTEROaAJHKYSQg4,"Monday, 10:00 AM – 10:30PM; Tuesday & Sunday, 10:00 AM – 9:30PM"
60,Subway Semenyih,"19-G, Ground Floor, Jalan TPS 1/3, Taman Pelangi, 43500 Semenyih, Selangor",2.931837,101.855625,"https://www.waze.com/en/live-map/directions/subway-taman-pelangi-semenyih-19-g,-ground-floor,-jalan-tps-13,-taman-pelangi?place=w.66781213.667549989.27401584","Monday - Sunday, 8:00 AM - 10:00 PM"
61,Subway Petronas Bangi,"Petronas Bandar Baru Bangi, Plot A, Seksyen 15, Bandar Baru Bangi, Kajang, 43000",2.934294,101.768335,https://www.waze.com/en/live-map/directions/my/selangor/bandar-baru-bangi/subway?place=ChIJYwbWSBPJzTERPYXyVSbVC6A,"Monday - Sunday, 8:00 AM - 10:00 PM"
62,Subway Petronas Cyberjaya,"Petronas Cyberjaya, Lot PT 29771, Persiaran APEC, Cyber 3, Mukim Dengkil, Sepang, 63000",2.935971,101.661231,https://www.waze.com/en/live-map/directions/my/selangor/cyberjaya/subway?place=ChIJHbnQA2C2zTERGzNFklGlMLM,"Monday - Sunday, 9:30 AM - 8:00 PM"
63,Subway GPS,"Petronas Green Plus Station, Plus Hwy & Sungai Besi Hwy, Lot 896, Ground Floor, QSR 3, Mukim Kajang, Hulu Langat, 43300",3.00588,101.725544,"https://waze.com/ul?ll=3.005880,101.725544","Monday - Sunday, 8:00 AM - 11:00 PM"
64,Subway Sunway Lagoon,"Sunway Lagoon Theme Park, FB-Z-001, 3, Jalan PJS 11/11, Bandar Sunway, Petaling Jaya, 46150",3.071533,101.605323,"https://www.waze.com/en/live-map/directions/subway-sunway-lagoon-sunway-lagoon-theme-park,-fb-z-001,-3-petaling-jaya?place=w.66584607.665911603.27401305",Monday - Sunday (10:00AM - 6:00PM)Tuesday : Close
65,Subway Sri Gombak,"No. G100, Jalan Prima SG3/2, Taman Prima, Sri Gombak, Kuala Lumpur, 68100",3.237666,101.700343,https://www.waze.com/en/live-map/directions/my/selangor/batu-caves/subway?place=ChIJi5BmZXtHzDER519jKGFtoFk,"Monday - Sunday, 8:00 AM - 10:30 PM"
66,"Subway Trillium, Lake Fields","No.66, Jalan Tasik Utama 7, Medan Niaga Tasik Damai, (Trillium) Lake Field, Sg Besi, Kuala Lumpur, 57000",3.05989,101.710432,"https://waze.com/ul?ll=3.059890,101.710432","Monday - Sunday, 8:30 AM - 10:00 PM"
67,Subway Ikon Connaught,"Ikon Connaught, G-02A & Alfresco GA-02A, Ground Floor, Jalan Cerdas, Taman Connaught, Kuala Lumpur, 56100",3.081465,101.731419,https://www.waze.com/en/live-map/directions/subway-ikon-connaught-lot-g-02a-ikon-connaught-kuala-lumpur?place=w.66650143.666698036.27398136,"Monday - Sunday, 10:00 AM - 8:00 PM"
68,Subway Atria,"Atria Shopping Gallery, Lot C11, Jalan SS 22/23, Damansara Jaya, Petaling Jaya, 47400",3.127096,101.616518,https://www.waze.com/en/live-map/directions/subway-atria-shoppinggallery-lot-c11-atria-shopping-gallery-petaling-jaya?place=w.66584607.665977145.27398112,"Monday - Sunday, 10:00 AM - 10:00 PM"
69,Subway SS3,"Jalan SS3/39, Ground Floor, Unit 16, Bangunan PJ21, Petaling Jaya, 47300",3.090677,101.614668,https://www.waze.com/en/live-map/directions/my/selangor/pj/subway-ss3?place=ChIJuTzSm3VMzDERLk_bVVw9iTg,"Monday - Saturday, 8:00 AM – 10:00PM; Sunday, 8:00 AM – 9:00PM"
70,Subway Ativo Plaza,"Ativo Plaza, #1 Jalan PJU 9/1, Damansara Ave, B-G-2, Block B, Bandar Sri Damansara, Kuala Lumpur, 52200",3.196263,101.616271,https://www.waze.com/en/live-map/directions/subway-ativo-plaza-jalan-pju-91-kuala-lumpur?place=w.66584608.665977152.5632979,"Monday - Saturday, 8:30 AM – 10:00PM; Sunday, 8:30 AM – 9:30PM"
71,Subway Quill City (LG),"Quill City Mall, LG-02, No. 1018, Jalan Sultan Ismail, Kuala Lumpur , 50250",3.159488,101.70017,https://www.waze.com/en/live-map/directions/my/federal-territory-of-kuala-lumpur/kuala-lumpur/subway-@-quill-city-mall?place=ChIJl7-7OS9IzDERa282ngJCTKs,"Monday - Sunday, 10:00 AM - 10:00 PM"
72,Subway Centro Mall,"Centro Mall, G13, No. 8, Jalan Batu Tiga Lama, Kawasan 16, Klang, 41300",3.05287,101.462789,"https://www.waze.com/en/live-map/directions/subway-centro-mall-g13,-centro-mall,-kawasan-16-klang?place=w.66519071.664928561.27448753","Monday - Sunday, 8:30 AM - 10:00 PM"
73,Subway Sunway U,"No. 27 Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, 46150",3.067818,101.603107,"https://www.waze.com/en/live-map/directions/subway-sunway-university-no.-27-jalan-pjs-119,-bandar-sunway,-46150-subang-jaya?place=w.66584607.665846067.26717443","Monday - Sunday, 9:00 AM - 8:00 PM"
74,Subway KLIA2 (A),"Gateway@ KLIA2, L2-119, Terminal KLIA2,KL Intl Airport, Jalan KLIA 2/1, Sepang, 64000",2.744089,101.685639,https://www.waze.com/en/live-map/directions/my/selangor/sepang/subway?place=ChIJAwOXw5W_zTERFhH03LyApWk,"Monday - Sunday, 9:00 AM - 8:00 PM"
75,Subway Kota Damansara,"15-1, Jalan PJU 5/6, Dataran Sunway, Kota Damansara, Petaling Jaya, 47810",3.153206,101.594907,https://www.waze.com/en/live-map/directions/my/selangor/pj/subway-@-dataran-sunway?place=ChIJjaT4bSBPzDERdko25w89Fq8,"Monday - Sunday, 8:00 AM - 8:00 PM"
76,Subway I-City,"i-City, City Park A-5-G, Jalan Multimedia 7/A, Shah Alam, 40000",3.065016,101.482803,https://www.waze.com/en/live-map/directions/subway-i-city-shah-alam-jalan-multimedia-7ah-a-5-g?place=w.66519071.665059634.12736414 ,"Monday - Friday, 10:30 AM – 10:30PM; Saturday & Sunday, 11:00 AM – 10:30PM"
77,Subway OUG,"A1-07 Jalan 1/52, Taman OUG Parklane Off Jalan Klang Lama 58200 Kuala Lumpur ",3.074779,101.661593,https://www.waze.com/en/live-map/directions/my/wilayah-persekutuan-kuala-lumpur/kuala-lumpur/subway-oug-parklane?place=ChIJW9BS3nlLzDERdemjQm9QkBE,"Monday - Sunday, 9:00 AM - 10:00 PM"
78,Subway Aeon Bukit Raja,"Aeon Bukit Raja Shopping Ctr, C9, Persiaran Bukit Raja 2, Bandar Baru Klang, Klang, 41150",3.060881,101.472268,"https://www.waze.com/en/live-map/directions/subway-aeon-bukit-raja-c9,-aeon-bukit-raja-shopping-centre-klang?place=w.66519071.664994098.27397018","Monday - Sunday, 10:00 AM - 10:00 PM"
79,Subway Petronas Kesas,"Petronas Station, Lebuhraya Kesas Arah Barat KM34.5, Lebuhraya Kesas, 40000 Shah Alam, Selangor",3.050101,101.56337,https://www.waze.com/en/live-map/directions/my/selangor/subang-jaya/subway-petronas-kesas-highway-arah-barat-km34.-5?place=ChIJ9bLY5B5NzDERCu0iuXkBptY,"Monday - Saturday, 7:30 AM – 10:00PM; Sunday, 8:00 AM – 10:00PM"
80,Subway Sri Petaling,"No. 53, Jalan Radin Bagus, 57000 Sri Petaling, Kuala Lumpur",3.070392,101.695026,https://www.waze.com/en/live-map/directions/subway-sri-petaling-jalan-radin-bagus-53-kuala-lumpur?place=w.66650143.666435891.12280737,"Monday - Sunday, 8:00 AM - 10:00 PM"
81,Subway Puncak Jalil," 116 Jalan PUJ 3/2,Taman Puncak Jalil, Bandar Putra Permai,Seri Kembangan, 63300",3.020222,101.67502,https://www.waze.com/en/live-map/directions/my/selangor/seri-kembangan/subway?place=ChIJzXasDDu1zTERjmQ2GXJQHxk,"Monday - Sunday, 9:00 AM - 10:00 PM"
82,Subway Aeon Alpha Angle,"AEON Alpha Angle Shopping Ctr, Lot F37A, Jalan R1, Seksyen 1, Bandar Baru Wangsa Maju, Kuala Lumpur, 53300",3.201844,101.731845,https://www.waze.com/en/live-map/directions/my/federal-territory-of-kuala-lumpur/kuala-lumpur/subway-@-aeon-alpha-angle?place=ChIJKfuHkjw4zDERcBLnlBYSXNw,"Monday - Sunday, 10:00 AM - 10:00 PM"
83,Subway My Town,"Lot B1-07 & B1-08, Level Basement 1, MyTOWN Shopping Centre, Jalan Cochrane, Seksyen 90, Kuala Lumpur, 55100",3.134863,101.722843,"https://www.waze.com/en/live-map/directions/subway-mytown-shopping-centre-b1-07-and-b1-08,-mytown-shopping-centre,-55100-kuala-lumpur?place=w.66650143.666632505.27397019","Monday - Sunday, 10:00 AM - 10:00 PM"
84,Subway D Pulze,"LG-03a, Lower Ground Floor, Dpulze Shopping Centre, Lingkaran Cyber Point Timur, Cyber 12, 63000 Cyberjaya, Selangor Darul Ehsan",2.922055,101.650968,"https://www.waze.com/en/live-map/directions/subway-dpulze-shopping-centre-lg-03a,-lower-ground-floor,-dpulze-shopping-centre-cyberjaya?place=w.66650141.666173732.27398117","Monday - Sunday, 10:00 AM - 8:00 PM"
85,Subway Utropolis,"G-B2a, Utropolis Marketplace, Jalan Kontracktor U1/14, Seksyen U1, 40150 Shah Alam, Selangor",3.090114,101.559864,"https://www.waze.com/en/live-map/directions/subway-utropolis-marketplace-g-b2a,-utropolis-marketplace-shah-alam?place=w.66584607.665583925.27402093","Monday - Sunday, 8:30 AM - 9:00 PM"
86,Subway Great Eastern Mall,"Great Eastern Mall, Lot 4C Lower Ground Floor, No 303 Jalan Ampang, Kuala Lumpur, 50450",3.160073,101.736901,"https://www.waze.com/en/live-map/directions/subway-great-eastern-mall-great-eastern-mall,-lot-4c-lower-ground-floor-kuala-lumpur?place=w.66650144.666763580.27398397","Monday - Friday, 8:30 AM – 8:30PM; Saturday & Sunday, 9:30 AM – 8:30PM"
87,Subway NU Sentral,"L4.13, Level Four, NU Sentral, No. 201 Jalan Tun Sambanthan, Kuala Lumpur, 50470",3.133075,101.687034,"https://www.waze.com/en/live-map/directions/subway-nu-sentral-l4.13,-level-four,-nu-sentral-kuala-lumpur?place=w.66650143.666435897.27398085","Monday - Sunday, 9:00 AM - 9:00 PM"
88,Subway East Coast Mall,"GF08C, Jln Putra Square 6,East Coast Mall, 25200,Kuantan, Pahang",3.818357,103.326243,"https://www.waze.com/en/live-map/directions/subway-east-coast-mall-gf-08c,-east-coast-mall-kuantan?place=w.67698726.677183870.27398470","Monday - Sunday, 10:00 AM - 10:00 PM"
89,Subway IOI City Mall,"IOI City Mall, Lebuh IRC, IOI Resort City, 62502 Putrajaya, Malaysia",2.970663,101.713668,"https://www.waze.com/en/live-map/directions/subway-ioi-city-mall-ioi-city-mall,-lebuh-irc,-ioi-resort-city,-62502-putrajaya?place=w.66650142.666566953.27400823","Monday - Sunday, 10:00 AM - 9:00 PM"
90,Subway Sunway Putra,"Lot 4-60 & 4-79A, Fourth Floor, Sunway Putra Mall, No. 100, Jalan Putra, 50350 Kuala Lumpur",3.166426,101.692419,https://www.waze.com/en/live-map/directions/my/federal-territory-of-kuala-lumpur/kuala-lumpur/subway-@-sunway-putra-mall?place=ChIJZ9G0hjxIzDERadDFIQqD8Ck,"Monday - Sunday, 10:00 AM - 10:00 PM"
91,Subway Teluk Chempedak,"No. 69, Shoplex TreeUnder Teluk Chempedak Beach, 25050 Kuantan Pahang",3.812313,103.371154,https://www.waze.com/en/live-map/directions/my/pahang/kuantan/subway?place=ChIJQ3rva0WlyDERMBzaxal0eR4,"Monday - Sunday, 8:00 AM - 10:00 PM"
92,Subway Sunway Pinnacle,"M-01, Mezzanine Floor, The Pinnacle, Persiaran Lagoon, Bandar Sunway, 46150 Petaling Jaya, Selangor",3.070182,101.610049,https://www.waze.com/en/live-map/directions/my/selangor/pj/subway@sunway-pinnacle?place=ChIJQ3L-SYFMzDER_wOO4aHBkQs,"Monday - Friday, 8:00 AM – 8:00PM; Saturday, 9:00 AM – 6:00PM; Sunday, Closed"
93,Subway Melawati Mall,"L3-22, Third Floor, Melawati Mall, UP2-01, Melawati Mall, 355, Jalan Bandar Melawati, Pusat Bandar Melawati, 53100 Kuala Lumpur",3.211379,101.748677,"https://www.waze.com/en/live-map/directions/subway-melawati-mall-lot-l3-22-melawati-mall,-ampang-kuala-lumpur?place=w.66650144.666829121.27398467","Monday - Sunday, 10:00 AM - 10:00 PM"
94,Subway Sunway Medical,"Sunway Medical Centre, Ground Floor,No. 5, Jalan Lagoon Selatan, 47500 Selangor",3.066085,101.608626,"https://waze.com/ul?ll=3.066085,101.608626","Monday - Sunday, 8:00 AM - 8:00 PM"
95,Subway Taman Melati,"No. 71-G Jalan Melati Utama 4, Taman Melati Utama, 53100 Setapak, Kuala Lumpur",3.222755,101.731182,https://www.waze.com/en/live-map/directions/my/federal-territory-of-kuala-lumpur/kuala-lumpur/subway-taman-melati?place=ChIJO6zeoZQ5zDERd8uBXlgh8CE,"Monday - Sunday, 7:30 AM - 10:00 PM"
96,Subway Shell Melati,"PT 5729, Batu 6 1/2, Ulu Gombak, 68100 Gombak. Selangor",3.235291,101.723508,"https://www.waze.com/en/live-map/directions/subway-shell-melati-jalan-lingkaran-tengah-2,-pt5729,-shell-melati-kuala-lumpur?place=w.66650144.666632516.27398141","Monday - Sunday, 8:30 AM - 6:00 PM"
97,Subway Shell Karak,"PT 5946, Lebuhraya Karak, 68100 Gombak, Selangor",3.241128,101.716156,"https://www.waze.com/en/live-map/directions/subway-lebuhraya-karak-pt-5946,-lebuhraya-karak,-68100-gombak,-selangor-kuala-lumpur?place=w.66650144.666632516.27398042","Monday - Sunday, 8:30 AM - 10:30 PM"
98,Subway Bukit Jalil,"Level 1 Axiata Arena, KL Sport City, Bukit Jalil, 57000, Kuala Lumpur",3.053815,101.693434,https://www.waze.com/en/live-map/directions/my/wilayah-persekutuan-kuala-lumpur/kuala-lumpur/subway-axiata-arena-bukit-jalil?place=ChIJ_1r32pdKzDERwqb1Q3n6L9o,"Monday - Sunday, 9:00 AM - 10:00 PM"
99,Subway Sentul Sky Awani,"Ground Floor , Unit No. G-11, Residensi Awani, Sky Awani, No. 27 Jalan Sentul Perdana 51100, Kuala Lumpur",3.209174,101.691372,https://www.waze.com/en/live-map/directions/subway-sky-awani-jalan-sentul-perdana-g-11-kuala-lumpur?place=w.66650144.666435905.27398084,"Monday - Sunday, 8:00 AM - 10:00 PM"
100,Subway Evo Mall,"G.07, Seksyen 9, Bandar Baru Bangi, 43650 Selangor",2.962721,101.753783,"https://waze.com/ul?ll=2.962721,101.753783","Monday - Sunday, 10:00 AM - 10:00 PM"
101,Subway Damansara Perdana,"D-S-G-01, Metropolitan Square, Jalan PJU 8/1, Damansara Perdana, Petaling Jaya, 47820, Selangor",3.166098,101.607914,https://www.waze.com/en/live-map/directions/my/selangor/pj/subway-@-damansara-perdana-or-metropolitan-sq?place=ChIJWz04PAdPzDERiU-tHTIPyiY,"Monday - Friday, 8:00 AM – 10:00PM; Saturday & Sunday, 8:00 AM – 9:30PM"
102,Subway Pearl Point,"Lot No. 1.0.69 (Ground Floor), Pearl Point Shopping Mall, Batu 5, Jalan Klang Lama, 58000 Kuala Lumpur",3.083153,101.669445,"https://waze.com/ul?ll=3.083153,101.669445",Monday - Sunday (9:00AM - 10:00PM)
103,Subway Gurney Mall (UTMKL),"Lot 1-03, Level 1, Residensi UTMKL, No 8 Jalan Maktab, 54000 Kuala Lumpur",3.171561,101.721805,https://www.waze.com/en/live-map/directions/my/wilayah-persekutuan-kuala-lumpur/kuala-lumpur/subway-utmkl?place=ChIJ7_y8Q5A3zDER6JGmn1Nfmqc,"Tuesday – Sunday, 10:00 AM – 9:30PM; Monday, 8:00 AM – 9:30PM"
104,Subway KLTS,"45-G, Plaza KLTS, Block C, Jalan Gombak, 53000 Kuala Lumpur ",3.204075,101.70348,https://www.waze.com/en/live-map/directions/my/federal-territory-of-kuala-lumpur/kuala-lumpur/subway-klts?place=ChIJKd965yNHzDERs76aJJNwaw4,"Monday - Sunday, 9:00 AM - 9:30 PM"
105,Subway Jaya One,"100-P2.015, Level 2, Block J, The School Jaya One, No.72A Jalan Prof Diraja Ungku Aziz, 46200 Petaling Jaya, Selangor ",3.117373,101.635064,https://www.waze.com/en/live-map/directions/my/selangor/pj/subway-jaya-one?place=ChIJcQghqGVJzDERLSVTpukyla4,"Monday - Sunday, 10:30 AM - 9:00 PM"
106,Subway Petronas Grand Saga 3,"Lot 432, Lebuhraya Grand Saga, (Kajang Bound)  43300, Kajang, Selangor ",3.025706,101.771637,"https://waze.com/ul?ll=3.025706,101.771637",
107,Subway Bandar Rimbayu,"No 43, Jalan Flora 2/2, Bandar Rimbayu, 42500 Telok Panglima Garang, Selangor ",2.933245,101.547994,"https://www.waze.com/en/live-map/directions/subway-(bandar-rimbayu)-no-43,-jalan-flora-22,-bandar-rimbayu-42500-telok-panglima-garang?place=w.66519069.665518373.27402317","Monday - Sunday, 8:00 AM - 10:00 PM"
108,Subway Sungai Buloh,"2390, Jalan 1A-1, Bdr Baru Sg Buloh, Seksyen U20, 40610 Shah Alam, Selangor",3.21035,101.564883,https://www.waze.com/en/live-map/directions/my/selangor/sungai-buloh/subway?place=ChIJN48KfTJFzDERqzad5XvCtwo,"Monday - Sunday, 8:00 AM - 10:00 PM"
